Created on 01-06-2021,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1542600000000,2018-11-19 04:00:00,BTCUSD,5513.05,5515.81,4673.86,4805.01,11784.1267428191
1542513600000,2018-11-18 04:00:00,BTCUSD,5550.0,5658.15,5457.34,5513.05,1565.9453914984
1542427200000,2018-11-17 04:00:00,BTCUSD,5472.44,5557.39,5455.09,5550.0,1437.3525237328
1542340800000,2018-11-16 04:00:00,BTCUSD,5574.0,5576.57,5412.48,5472.44,4014.2729629674
1542254400000,2018-11-15 04:00:00,BTCUSD,5562.01,5608.35,5200.0,5574.0,6774.7824985636
1542168000000,2018-11-14 04:00:00,BTCUSD,6264.0,6297.66,5290.0,5562.01,14483.0756410575
1542081600000,2018-11-13 04:00:00,BTCUSD,6295.74,6311.13,6239.48,6264.0,1718.7030451024
1541995200000,2018-11-12 04:00:00,BTCUSD,6357.1,6368.3,6250.0,6295.74,1180.0002283326
1541908800000,2018-11-11 04:00:00,BTCUSD,6348.99,6382.25,6275.0,6357.1,538.1172093953
1541822400000,2018-11-10 04:00:00,BTCUSD,6347.63,6369.99,6333.0,6348.99,425.1805875169
1541736000000,2018-11-09 04:00:00,BTCUSD,6398.85,6408.89,6312.0,6347.63,1184.1525322553
1541649600000,2018-11-08 04:00:00,BTCUSD,6442.9,6486.53,6390.01,6398.85,3066.5099703543
1541563200000,2018-11-07 04:00:00,BTCUSD,6508.33,6521.99,6440.0,6442.9,3168.2488272542
1541476800000,2018-11-06 04:00:00,BTCUSD,6385.95,6540.0,6384.75,6508.33,4372.1124101022
1541390400000,2018-11-05 04:00:00,BTCUSD,6407.91,6421.0,6368.49,6385.95,3278.0847284415
1541304000000,2018-11-04 04:00:00,BTCUSD,6332.47,6453.22,6320.5,6407.91,1686.1622260464
1541217600000,2018-11-03 04:00:00,BTCUSD,6339.18,6345.34,6318.11,6332.47,332.5809477202
1541131200000,2018-11-02 04:00:00,BTCUSD,6356.05,6369.99,6330.0,6339.18,1661.7537761119
1541044800000,2018-11-01 04:00:00,BTCUSD,6293.93,6380.0,6281.91,6356.05,2422.6458524639
1540958400000,2018-10-31 04:00:00,BTCUSD,6264.54,6346.94,6200.0,6293.93,3390.1202980636
1540872000000,2018-10-30 04:00:00,BTCUSD,6270.64,6287.56,6238.94,6264.54,3298.2727315936
1540785600000,2018-10-29 04:00:00,BTCUSD,6405.45,6405.99,6200.0,6270.64,3589.0334499144
1540699200000,2018-10-28 04:00:00,BTCUSD,6405.99,6418.97,6387.64,6405.45,482.2657068585
1540612800000,2018-10-27 04:00:00,BTCUSD,6416.15,6418.01,6388.06,6405.99,450.75870527
1540526400000,2018-10-26 04:00:00,BTCUSD,6388.46,6450.0,6375.0,6416.15,2764.6689360786
1540440000000,2018-10-25 04:00:00,BTCUSD,6390.51,6419.07,6379.03,6388.46,2727.8628174868
1540353600000,2018-10-24 04:00:00,BTCUSD,6413.41,6465.68,6358.82,6390.51,3634.0762769181
1540267200000,2018-10-23 04:00:00,BTCUSD,6392.27,6417.62,6350.1,6413.41,3563.0559483244
1540180800000,2018-10-22 04:00:00,BTCUSD,6408.7,6426.24,6371.09,6392.27,2982.2707839854
1540094400000,2018-10-21 04:00:00,BTCUSD,6434.22,6449.97,6390.01,6408.7,534.4444129089
1540008000000,2018-10-20 04:00:00,BTCUSD,6383.39,6386.34,6382.0,6382.04,2.7016444
1539921600000,2018-10-19 04:00:00,BTCUSD,6383.39,6383.39,6383.39,6383.39,0.0
1539835200000,2018-10-18 04:00:00,BTCUSD,6459.26,6459.64,6350.92,6383.39,4597.2003299071
1539748800000,2018-10-17 04:00:00,BTCUSD,6444.08,6487.77,6406.98,6459.26,1998.4620642277
1539662400000,2018-10-16 04:00:00,BTCUSD,6423.27,6489.99,6390.1,6444.08,2978.5895910389
1539576000000,2018-10-15 04:00:00,BTCUSD,6215.68,6769.0,6206.0,6423.27,8948.7305104424
1539489600000,2018-10-14 04:00:00,BTCUSD,6225.0,6295.08,6149.88,6215.68,2189.9002765045
1539403200000,2018-10-13 04:00:00,BTCUSD,6192.15,6245.97,6180.27,6185.11,258.8745647516
1539316800000,2018-10-12 04:00:00,BTCUSD,6192.15,6192.15,6192.15,6192.15,0.0
1539230400000,2018-10-11 04:00:00,BTCUSD,6226.22,6250.0,6102.05,6192.15,3275.28796745
1539144000000,2018-10-10 04:00:00,BTCUSD,6539.16,6557.18,6026.09,6226.22,5005.4943377726
1539057600000,2018-10-09 04:00:00,BTCUSD,6606.13,6611.66,6521.7,6539.16,2148.3004937745
1538971200000,2018-10-08 04:00:00,BTCUSD,6557.02,6655.0,6538.14,6606.13,2084.5215517462
1538884800000,2018-10-07 04:00:00,BTCUSD,6560.0,6589.98,6499.01,6557.02,644.1750748818
1538798400000,2018-10-06 04:00:00,BTCUSD,6565.01,6585.07,6530.34,6560.0,307.2265415099
1538712000000,2018-10-05 04:00:00,BTCUSD,6538.83,6638.0,6520.0,6565.01,1177.0258348517
1538625600000,2018-10-04 04:00:00,BTCUSD,6553.59,6590.0,6503.31,6538.83,1688.2676809749
1538539200000,2018-10-03 04:00:00,BTCUSD,6422.48,6600.0,6396.39,6553.59,2391.8441571781
1538452800000,2018-10-02 04:00:00,BTCUSD,6572.0,6585.6,6400.0,6422.48,1756.2169738942
1538366400000,2018-10-01 04:00:00,BTCUSD,6625.35,6629.96,6482.05,6572.0,2283.9820987005
1538280000000,2018-09-30 04:00:00,BTCUSD,6564.74,6644.01,6525.0,6625.35,924.6348210367
1538193600000,2018-09-29 04:00:00,BTCUSD,6588.75,6610.0,6457.1,6564.74,547.0642345368
1538107200000,2018-09-28 04:00:00,BTCUSD,6691.97,6691.97,6691.97,6691.97,0.0
1538020800000,2018-09-27 04:00:00,BTCUSD,6487.99,6732.99,6425.84,6691.97,2704.7969858253
1537934400000,2018-09-26 04:00:00,BTCUSD,6384.29,6536.33,6382.55,6487.99,2401.9829564326
1537848000000,2018-09-25 04:00:00,BTCUSD,6454.61,6470.63,6329.17,6384.29,1877.9515190412
1537761600000,2018-09-24 04:00:00,BTCUSD,6710.33,6710.33,6392.19,6454.61,2062.521305094
1537675200000,2018-09-23 04:00:00,BTCUSD,6696.5,6764.72,6666.67,6710.33,399.2035940107
1537588800000,2018-09-22 04:00:00,BTCUSD,6734.23,6752.5,6630.0,6696.5,621.8142201167
1537502400000,2018-09-21 04:00:00,BTCUSD,6547.12,6818.23,6519.62,6734.23,3197.5052574065
1537416000000,2018-09-20 04:00:00,BTCUSD,6401.19,6573.67,6338.65,6547.12,2541.8200052686
1537329600000,2018-09-19 04:00:00,BTCUSD,6354.78,6518.24,6107.74,6401.19,3745.5759415502
1537243200000,2018-09-18 04:00:00,BTCUSD,6232.6,6384.29,6232.6,6354.78,2292.2286852224
1537156800000,2018-09-17 04:00:00,BTCUSD,6511.22,6511.24,6209.01,6232.6,2860.8255632873
1537070400000,2018-09-16 04:00:00,BTCUSD,6485.47,6529.99,6357.9,6511.22,488.5267328042
1536984000000,2018-09-15 04:00:00,BTCUSD,6555.0,6555.0,6469.0,6493.08,42.9088542679
1536897600000,2018-09-14 04:00:00,BTCUSD,6555.0,6555.0,6555.0,6555.0,0.0
1536811200000,2018-09-13 04:00:00,BTCUSD,6384.05,6579.81,6361.26,6555.0,2329.6736662908
1536724800000,2018-09-12 04:00:00,BTCUSD,6255.37,6428.98,6200.0,6384.05,2234.9108301931
1536638400000,2018-09-11 04:00:00,BTCUSD,6346.95,6350.0,6165.44,6255.37,2143.9280643755
1536552000000,2018-09-10 04:00:00,BTCUSD,6300.0,6418.71,6226.31,6346.95,2168.0588934355
1536465600000,2018-09-09 04:00:00,BTCUSD,6177.75,6177.75,6177.75,6177.75,0.0
1536379200000,2018-09-08 04:00:00,BTCUSD,6426.07,6460.68,6120.0,6177.75,2290.807402166
1536292800000,2018-09-07 04:00:00,BTCUSD,6495.18,6529.99,6320.71,6426.07,2228.8021934588
1536206400000,2018-09-06 04:00:00,BTCUSD,6415.88,6529.99,6274.0,6495.18,3767.7613253414
1536120000000,2018-09-05 04:00:00,BTCUSD,7360.0,7372.68,6226.0,6415.88,7418.5397556544
1536033600000,2018-09-04 04:00:00,BTCUSD,7256.15,7409.27,7215.02,7360.0,3630.7082418129
1535947200000,2018-09-03 04:00:00,BTCUSD,7250.45,7325.0,7170.7,7256.15,1498.9550270382
1535860800000,2018-09-02 04:00:00,BTCUSD,7182.17,7330.99,7180.87,7250.45,1212.2727647786
1535774400000,2018-09-01 04:00:00,BTCUSD,7054.18,7250.0,7027.57,7182.17,1039.1504575627
1535688000000,2018-08-31 04:00:00,BTCUSD,6960.89,7088.22,6880.0,7054.18,2633.7687997867
1535601600000,2018-08-30 04:00:00,BTCUSD,7024.17,7024.17,6795.7,6960.89,3309.242339778
1535515200000,2018-08-29 04:00:00,BTCUSD,7030.87,7119.5,6908.92,7024.17,2662.9876413332
1535428800000,2018-08-28 04:00:00,BTCUSD,6871.09,7125.0,6871.09,7030.87,4014.083932459
1535342400000,2018-08-27 04:00:00,BTCUSD,6672.8,6944.99,6671.11,6871.09,4056.1115405981
1535256000000,2018-08-26 04:00:00,BTCUSD,6614.01,6734.6,6571.0,6672.8,1002.453157219
1535169600000,2018-08-25 04:00:00,BTCUSD,6733.7,6770.92,6592.43,6614.01,1006.8113423833
1535083200000,2018-08-24 04:00:00,BTCUSD,6490.0,6788.88,6450.01,6733.7,3432.6036017233
1534996800000,2018-08-23 04:00:00,BTCUSD,6401.23,6570.85,6360.0,6490.0,2918.3482996757
1534910400000,2018-08-22 04:00:00,BTCUSD,6731.63,6761.31,6251.0,6401.23,4830.1868922942
1534824000000,2018-08-21 04:00:00,BTCUSD,6310.92,6900.0,6286.05,6731.63,3611.9093415014
1534737600000,2018-08-20 04:00:00,BTCUSD,6488.53,6508.37,6232.21,6310.92,3050.3083509782
1534651200000,2018-08-19 04:00:00,BTCUSD,6345.52,6552.23,6330.83,6488.53,1022.2159303029
1534564800000,2018-08-18 04:00:00,BTCUSD,6526.19,6541.54,6300.0,6345.52,1290.7944390586
1534478400000,2018-08-17 04:00:00,BTCUSD,6420.52,6619.79,6412.98,6526.19,3436.1736351543
1534392000000,2018-08-16 04:00:00,BTCUSD,6283.4,6475.0,6240.0,6420.52,2735.8870789
1534305600000,2018-08-15 04:00:00,BTCUSD,6304.99,6623.09,6210.04,6283.4,4243.7762265987
1534219200000,2018-08-14 04:00:00,BTCUSD,5988.18,6304.99,5964.48,6304.99,4328.6100505509
1534132800000,2018-08-13 04:00:00,BTCUSD,6346.43,6546.29,5886.0,5988.18,5659.5355728737
1534046400000,2018-08-12 04:00:00,BTCUSD,6285.68,6487.2,6200.34,6346.43,1464.9213406659
1533960000000,2018-08-11 04:00:00,BTCUSD,6467.92,6467.92,6108.28,6115.0,51.9119882971
1533873600000,2018-08-10 04:00:00,BTCUSD,6467.92,6467.92,6467.92,6467.92,0.0
1533787200000,2018-08-09 04:00:00,BTCUSD,6320.19,6626.62,6195.01,6467.92,3013.7540736451
1533700800000,2018-08-08 04:00:00,BTCUSD,6588.97,6588.97,6104.82,6320.19,5458.9003733342
1533614400000,2018-08-07 04:00:00,BTCUSD,6935.87,7148.53,6500.0,6588.97,2922.2486115523
1533528000000,2018-08-06 04:00:00,BTCUSD,7094.08,7115.0,6835.0,6935.87,1969.0031904421
1533441600000,2018-08-05 04:00:00,BTCUSD,7000.0,7184.0,6895.13,7094.08,686.333920068
1533355200000,2018-08-04 04:00:00,BTCUSD,7462.42,7474.85,6891.0,7000.0,1715.680837926
1533268800000,2018-08-03 04:00:00,BTCUSD,7645.43,7645.43,7645.43,7645.43,0.0
1533182400000,2018-08-02 04:00:00,BTCUSD,7645.43,7645.43,7645.43,7645.43,0.0
1533096000000,2018-08-01 04:00:00,BTCUSD,7532.57,7706.7,7431.0,7645.43,2061.9995781789
1533009600000,2018-07-31 04:00:00,BTCUSD,8110.25,8132.02,7501.01,7532.57,3546.1636232935
1532923200000,2018-07-30 04:00:00,BTCUSD,8172.32,8197.05,7849.54,8110.25,2969.2191142429
1532836800000,2018-07-29 04:00:00,BTCUSD,8223.02,8274.97,8077.23,8172.32,752.0110506931
1532750400000,2018-07-28 04:00:00,BTCUSD,7873.46,7873.46,7873.46,7873.46,0.0
1532664000000,2018-07-27 04:00:00,BTCUSD,7873.46,7873.46,7873.46,7873.46,0.0
1532577600000,2018-07-26 04:00:00,BTCUSD,8220.93,8290.0,7843.05,7873.46,3851.7841411629
1532491200000,2018-07-25 04:00:00,BTCUSD,8350.37,8438.37,8039.99,8220.93,3564.8213045242
1532404800000,2018-07-24 04:00:00,BTCUSD,7746.56,8480.0,7746.56,8350.37,4754.9262535685
1532318400000,2018-07-23 04:00:00,BTCUSD,7618.85,7810.0,7614.78,7746.56,3206.4170545418
1532232000000,2018-07-22 04:00:00,BTCUSD,7417.79,7667.53,7333.98,7618.85,995.1694459522
1532145600000,2018-07-21 04:00:00,BTCUSD,7283.12,7483.61,7261.41,7417.79,514.7269885936
1532059200000,2018-07-20 04:00:00,BTCUSD,7452.63,7676.31,7214.96,7283.12,2851.9061176082
1531972800000,2018-07-19 04:00:00,BTCUSD,7319.48,7557.28,7299.0,7452.63,4021.2029029282
1531886400000,2018-07-18 04:00:00,BTCUSD,7455.0,7584.03,7241.19,7319.48,3640.4318031353
1531800000000,2018-07-17 04:00:00,BTCUSD,6739.98,7542.06,6657.66,7455.0,5584.3443956437
1531713600000,2018-07-16 04:00:00,BTCUSD,6355.0,6750.01,6343.57,6739.98,3052.4752255185
1531627200000,2018-07-15 04:00:00,BTCUSD,6255.01,6382.7,6254.9,6355.0,744.3919909241
1531540800000,2018-07-14 04:00:00,BTCUSD,6245.0,6280.0,6203.79,6213.34,29.2525757111
1531454400000,2018-07-13 04:00:00,BTCUSD,6245.0,6245.0,6245.0,6245.0,0.0
1531368000000,2018-07-12 04:00:00,BTCUSD,6345.18,6345.18,6075.0,6245.0,3067.0250150992
1531281600000,2018-07-11 04:00:00,BTCUSD,6343.17,6400.0,6287.54,6345.18,3116.0112221639
1531195200000,2018-07-10 04:00:00,BTCUSD,6639.37,6654.23,6262.94,6343.17,5725.3298533601
1531108800000,2018-07-09 04:00:00,BTCUSD,6708.02,6798.97,6620.0,6639.37,2815.4664292965
1531022400000,2018-07-08 04:00:00,BTCUSD,6722.39,6769.58,6669.0,6708.02,1788.5718110393
1530936000000,2018-07-07 04:00:00,BTCUSD,6595.36,6848.84,6510.17,6722.39,2880.9957077795
1530849600000,2018-07-06 04:00:00,BTCUSD,6525.51,6525.51,6525.51,6525.51,0.0
1530763200000,2018-07-05 04:00:00,BTCUSD,6622.28,6686.74,6446.68,6525.51,5075.8014004606
1530676800000,2018-07-04 04:00:00,BTCUSD,6459.62,6794.53,6457.4,6622.28,4019.5008698744
1530590400000,2018-07-03 04:00:00,BTCUSD,6631.33,6669.47,6313.27,6459.62,5178.6677305204
1530504000000,2018-07-02 04:00:00,BTCUSD,6333.03,6673.9,6267.68,6631.33,4632.6247541563
1530417600000,2018-07-01 04:00:00,BTCUSD,6350.48,6410.0,6254.23,6333.03,1988.8020559082
1530331200000,2018-06-30 04:00:00,BTCUSD,6368.34,6448.85,6305.92,6350.48,1255.3795331496
1530244800000,2018-06-29 04:00:00,BTCUSD,5875.0,6600.0,5785.17,6368.34,4986.8115734949
1530158400000,2018-06-28 04:00:00,BTCUSD,6086.11,6128.99,5825.26,5875.0,2604.3346797946
1530072000000,2018-06-27 04:00:00,BTCUSD,6036.86,6177.31,5987.01,6086.11,1524.3755424406
1529985600000,2018-06-26 04:00:00,BTCUSD,6240.61,6275.0,6000.0,6036.86,2693.4642741439
1529899200000,2018-06-25 04:00:00,BTCUSD,6133.12,6349.46,6075.19,6240.61,2900.0581266269
1529812800000,2018-06-24 04:00:00,BTCUSD,6086.03,6254.16,5768.4,6133.12,2937.7409935451
1529726400000,2018-06-23 04:00:00,BTCUSD,6114.4,6259.09,6031.03,6086.03,1218.8646193306
1529640000000,2018-06-22 04:00:00,BTCUSD,6669.99,6674.38,5940.05,6114.4,5342.7513998871
1529553600000,2018-06-21 04:00:00,BTCUSD,6770.0,6770.0,6770.0,6770.0,0.0
1529467200000,2018-06-20 04:00:00,BTCUSD,6617.19,6815.21,6580.41,6770.0,1466.5424795088
1529380800000,2018-06-19 04:00:00,BTCUSD,6689.17,6831.0,6550.59,6617.19,2251.2051109088
1529294400000,2018-06-18 04:00:00,BTCUSD,6415.25,6800.0,6380.41,6689.17,2249.0962628813
1529208000000,2018-06-17 04:00:00,BTCUSD,6531.4,6574.34,6390.0,6415.25,873.5941823908
1529121600000,2018-06-16 04:00:00,BTCUSD,6413.16,6550.0,6333.98,6531.4,1374.9883262512
1529035200000,2018-06-15 04:00:00,BTCUSD,6614.62,6664.53,6365.52,6413.16,2973.9040305661
1528948800000,2018-06-14 04:00:00,BTCUSD,6495.14,6711.42,6314.94,6614.62,4246.3508701269
1528862400000,2018-06-13 04:00:00,BTCUSD,6555.0,6619.84,6122.94,6495.14,7469.1380006772
1528776000000,2018-06-12 04:00:00,BTCUSD,6827.89,6866.25,6444.03,6555.0,4594.6862979266
1528689600000,2018-06-11 04:00:00,BTCUSD,6777.12,6913.59,6646.19,6827.89,4434.7426297769
1528603200000,2018-06-10 04:00:00,BTCUSD,7273.0,7321.68,6630.5,6777.12,6358.0993228139
1528516800000,2018-06-09 04:00:00,BTCUSD,7664.5,7674.03,7268.44,7273.0,1477.9694629731
1528430400000,2018-06-08 04:00:00,BTCUSD,7642.0,7684.22,7539.97,7664.5,1280.1880267396
1528344000000,2018-06-07 04:00:00,BTCUSD,7730.06,7730.06,7634.27,7642.0,1282.0849401952
1528257600000,2018-06-06 04:00:00,BTCUSD,7618.69,7745.0,7480.79,7730.06,1864.1431173138
1528171200000,2018-06-05 04:00:00,BTCUSD,7420.33,7677.03,7341.73,7618.69,1668.3157497085
1528084800000,2018-06-04 04:00:00,BTCUSD,7705.23,7705.23,7392.0,7420.33,2136.0188547963
1527998400000,2018-06-03 04:00:00,BTCUSD,7647.08,7790.91,7630.79,7705.23,1350.2450648097
1527912000000,2018-06-02 04:00:00,BTCUSD,7497.34,7698.92,7455.5,7647.08,1716.6153672643
1527825600000,2018-06-01 04:00:00,BTCUSD,7498.45,7616.63,7356.08,7497.34,2549.557849052
1527739200000,2018-05-31 04:00:00,BTCUSD,7372.14,7616.63,7367.44,7498.45,2574.024649218
1527652800000,2018-05-30 04:00:00,BTCUSD,7494.19,7546.29,7268.76,7372.14,2473.1419454597
1527566400000,2018-05-29 04:00:00,BTCUSD,7117.01,7567.72,7059.84,7494.19,3919.5133712184
1527480000000,2018-05-28 04:00:00,BTCUSD,7387.0,7390.41,7055.94,7117.01,2249.0886798357
1527393600000,2018-05-27 04:00:00,BTCUSD,7299.5,7445.89,7230.78,7387.0,1018.3815111498
1527307200000,2018-05-26 04:00:00,BTCUSD,7449.1,7647.46,7208.1,7299.5,1870.4269967559
1527220800000,2018-05-25 04:00:00,BTCUSD,7601.19,7655.52,7322.29,7449.1,4285.064612646
1527134400000,2018-05-24 04:00:00,BTCUSD,7619.0,7746.18,7268.99,7601.19,4961.8249322111
1527048000000,2018-05-23 04:00:00,BTCUSD,7955.56,7955.56,7438.43,7619.0,6301.1912409187
1526961600000,2018-05-22 04:00:00,BTCUSD,8329.95,8355.01,7870.0,7955.56,3449.9530636457
1526875200000,2018-05-21 04:00:00,BTCUSD,8491.0,8588.0,8260.09,8329.95,2315.3834011889
1526788800000,2018-05-20 04:00:00,BTCUSD,8250.03,8600.0,8232.34,8491.0,1142.3548571136
1526702400000,2018-05-19 04:00:00,BTCUSD,8247.85,8392.0,8152.49,8250.03,1428.5786258579
1526616000000,2018-05-18 04:00:00,BTCUSD,8003.75,8279.0,7955.0,8247.85,2879.3291083215
1526529600000,2018-05-17 04:00:00,BTCUSD,8362.55,8387.12,7919.2,8003.75,4401.3518215398
1526443200000,2018-05-16 04:00:00,BTCUSD,8165.85,8487.15,8127.0,8362.55,6577.1365027373
1526356800000,2018-05-15 04:00:00,BTCUSD,8720.41,8846.13,8110.0,8165.85,6232.1395520293
1526270400000,2018-05-14 04:00:00,BTCUSD,8403.82,8899.62,8283.55,8720.41,4936.1823841324
1526184000000,2018-05-13 04:00:00,BTCUSD,8444.63,8755.0,8340.1,8403.82,1862.3492197904
1526097600000,2018-05-12 04:00:00,BTCUSD,8418.44,8647.84,8221.0,8444.63,2991.7302629168
1526011200000,2018-05-11 04:00:00,BTCUSD,8936.18,9022.05,8350.18,8418.44,4027.9549933439
1525924800000,2018-05-10 04:00:00,BTCUSD,9329.6,9387.98,8870.9,8936.18,3620.1513432681
1525838400000,2018-05-09 04:00:00,BTCUSD,9045.68,9360.01,8953.26,9329.6,3549.0816139605
1525752000000,2018-05-08 04:00:00,BTCUSD,9430.2,9430.2,9001.25,9045.68,2975.9346326162
1525665600000,2018-05-07 04:00:00,BTCUSD,9325.0,9450.0,9175.0,9430.2,2872.1228858864
1525579200000,2018-05-06 04:00:00,BTCUSD,9827.57,9849.2,9230.0,9325.0,2176.591684654
1525492800000,2018-05-05 04:00:00,BTCUSD,9813.56,9940.0,9668.67,9827.57,1566.5943013712
1525406400000,2018-05-04 04:00:00,BTCUSD,9590.94,9850.0,9552.0,9813.56,3350.0281907702
1525320000000,2018-05-03 04:00:00,BTCUSD,9254.85,9786.01,9163.25,9590.94,5227.268393087
1525233600000,2018-05-02 04:00:00,BTCUSD,9031.57,9273.23,9025.25,9254.85,2877.3684124971
1525147200000,2018-05-01 04:00:00,BTCUSD,8953.48,9099.99,8816.08,9031.57,2555.6237718746
1525060800000,2018-04-30 04:00:00,BTCUSD,9266.31,9345.99,8854.91,8953.48,3553.498559186
1524974400000,2018-04-29 04:00:00,BTCUSD,9447.92,9480.0,9176.76,9266.31,1479.1932122673
1524888000000,2018-04-28 04:00:00,BTCUSD,9150.01,9522.12,9065.14,9447.92,3038.2675191154
1524801600000,2018-04-27 04:00:00,BTCUSD,9149.99,9368.0,8880.01,9150.01,3207.2854665975
1524715200000,2018-04-26 04:00:00,BTCUSD,8815.0,9315.24,8666.49,9149.99,3388.2049826907
1524628800000,2018-04-25 04:00:00,BTCUSD,9393.57,9519.85,8660.0,8815.0,6999.2712380124
1524542400000,2018-04-24 04:00:00,BTCUSD,9199.95,9762.75,9199.95,9393.57,6119.9998041572
1524456000000,2018-04-23 04:00:00,BTCUSD,8871.0,9214.0,8805.95,9199.95,3104.7479493355
1524369600000,2018-04-22 04:00:00,BTCUSD,8821.39,9017.0,8755.0,8871.0,1360.6847710348
1524283200000,2018-04-21 04:00:00,BTCUSD,8868.98,9038.0,8602.08,8821.39,3352.2523656501
1524196800000,2018-04-20 04:00:00,BTCUSD,8337.84,8932.16,8215.0,8868.98,4448.6349905221
1524110400000,2018-04-19 04:00:00,BTCUSD,8192.27,8398.9,8096.0,8337.84,3320.9915104372
1524024000000,2018-04-18 04:00:00,BTCUSD,7935.0,8265.0,7880.0,8192.27,3532.9203437442
1523937600000,2018-04-17 04:00:00,BTCUSD,8026.21,8165.07,7820.01,7935.0,2853.9765159243
1523851200000,2018-04-16 04:00:00,BTCUSD,8160.27,8160.76,7900.0,8026.21,3565.6001345105
1523764800000,2018-04-15 04:00:00,BTCUSD,8087.52,8415.0,8053.76,8160.27,3610.1584667825
1523678400000,2018-04-14 04:00:00,BTCUSD,8043.79,8175.86,7873.5,8087.52,1976.8764318182
1523592000000,2018-04-13 04:00:00,BTCUSD,7812.7,8223.58,7749.28,8043.79,7322.9598185978
1523505600000,2018-04-12 04:00:00,BTCUSD,6943.83,8076.83,6766.18,7812.7,11326.7947638849
1523419200000,2018-04-11 04:00:00,BTCUSD,6820.83,6966.84,6801.68,6943.83,3419.9916126501
1523332800000,2018-04-10 04:00:00,BTCUSD,6793.44,6876.33,6651.12,6820.83,2587.3087093549
1523246400000,2018-04-09 04:00:00,BTCUSD,7128.1,7176.99,6612.35,6793.44,4443.5365310309
1523160000000,2018-04-08 04:00:00,BTCUSD,6968.14,7166.82,6900.0,7128.1,2988.2282706723
1523073600000,2018-04-07 04:00:00,BTCUSD,6592.94,7069.18,6592.94,6968.14,2554.2931129917
1522987200000,2018-04-06 04:00:00,BTCUSD,6769.44,6848.0,6512.79,6592.94,5119.833489699
1522900800000,2018-04-05 04:00:00,BTCUSD,6775.71,6923.01,6626.26,6769.44,6291.4869982252
1522814400000,2018-04-04 04:00:00,BTCUSD,7296.06,7387.95,6574.3,6775.71,7207.2105826725
1522728000000,2018-04-03 04:00:00,BTCUSD,7187.64,7500.0,7187.64,7296.06,7513.8377994264
1522641600000,2018-04-02 04:00:00,BTCUSD,6988.89,7189.27,6851.5,7187.64,5041.3998194496
1522555200000,2018-04-01 04:00:00,BTCUSD,6922.75,7033.53,6442.49,6988.89,7126.7027364495
1522468800000,2018-03-31 04:00:00,BTCUSD,6969.5,7242.47,6788.51,6922.75,4120.7631687134
1522382400000,2018-03-30 04:00:00,BTCUSD,6863.66,7271.9,6600.0,6969.5,8427.8452904702
1522296000000,2018-03-29 04:00:00,BTCUSD,7871.8,7872.84,6672.72,6863.66,14780.510009699
1522209600000,2018-03-28 04:00:00,BTCUSD,7871.0,8095.0,7813.38,7871.8,5081.2793956081
1522123200000,2018-03-27 04:00:00,BTCUSD,7860.36,8141.72,7749.53,7871.0,6316.3953389342
1522036800000,2018-03-26 04:00:00,BTCUSD,8431.94,8489.99,7818.1,7860.36,7735.9176207653
1521950400000,2018-03-25 04:00:00,BTCUSD,8557.8,8687.3,8340.65,8431.94,3611.5807860363
1521864000000,2018-03-24 04:00:00,BTCUSD,8910.0,9000.0,8450.0,8557.8,3556.118093218
1521777600000,2018-03-23 04:00:00,BTCUSD,8415.89,8990.0,8288.01,8910.0,4856.6692266558
1521691200000,2018-03-22 04:00:00,BTCUSD,9033.87,9065.71,8337.74,8415.89,7160.9492335148
1521604800000,2018-03-21 04:00:00,BTCUSD,9038.4,9180.0,8755.0,9033.87,6105.6690499137
1521518400000,2018-03-20 04:00:00,BTCUSD,8603.0,9060.0,8327.35,9038.4,7370.1114425475
1521432000000,2018-03-19 04:00:00,BTCUSD,8174.2,8744.68,8120.0,8603.0,8074.7440239289
1521345600000,2018-03-18 04:00:00,BTCUSD,7676.9,8439.99,7319.0,8174.2,10289.2131733486
1521259200000,2018-03-17 04:00:00,BTCUSD,8220.82,8350.0,7551.0,7676.9,4815.1032048637
1521172800000,2018-03-16 04:00:00,BTCUSD,8042.9,8607.11,8037.5,8220.82,5750.8191161756
1521086400000,2018-03-15 04:00:00,BTCUSD,7889.99,8416.92,7675.35,8042.9,9378.6517544868
1521000000000,2018-03-14 04:00:00,BTCUSD,9259.03,9259.03,7749.0,7889.99,11379.0243021945
1520913600000,2018-03-13 04:00:00,BTCUSD,9061.57,9500.0,8850.0,9259.03,5461.6297621119
1520827200000,2018-03-12 04:00:00,BTCUSD,9439.6,9898.0,8760.0,9061.57,8050.1949261567
1520740800000,2018-03-11 04:00:00,BTCUSD,8648.35,9772.42,8578.1,9439.6,4806.4800046019
1520654400000,2018-03-10 04:00:00,BTCUSD,9249.99,9515.21,8544.95,8648.35,3603.8802276942
1520568000000,2018-03-09 04:00:00,BTCUSD,8986.47,9430.0,8370.0,9249.99,10690.0767800029
1520481600000,2018-03-08 04:00:00,BTCUSD,9562.28,10100.0,8872.91,8986.47,8997.6938692121
1520395200000,2018-03-07 04:00:00,BTCUSD,10735.22,10815.41,9375.0,9562.28,11595.3126383251
1520308800000,2018-03-06 04:00:00,BTCUSD,11249.88,11328.73,10563.93,10735.22,4754.1059441269
